"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration"
"32793.78949002316"," 877.2369001838617","32734.746","29","85.36757990899999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"32966.33287898806"," 853.9362298282141","32907.048","29","85.802825524", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"33718.56702752977"," 832.1962490959901","33657.508","29","88.17875989699999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"39731.013907787645"," 754.514648293181","39660.216","37","101.83865644599999", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"39760.49110227595"," 735.9218625961072","39689.749","37","101.91976710600001", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"40652.12400028796"," 807.5238160312044","40579.729","37","104.18660726999998", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"41932.668924051635"," 789.4276441015727","41858.277","37","106.961062136", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"42810.326650649135"," 773.6661319562256","42734.26","37","109.374899789", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"44123.33898287345"," 839.3948265618949","44044.873","37","112.670828586", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
"45043.44458126376"," 823.39001020517","44963.355","37","115.03555022399999", " R='1.1', block-rst='true', ccmin-mode='2', cir-bump='0', cla-decay='0.9', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='1', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='true', pq-order='false', prob-limit='2784', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='1.5', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='200', size-trail-queue='20000', var-decay='0.9'"
